brand,description,price_usd,type
DRIES VAN NOTEN,Embellished tulle clutch,975,bag
KHAITE,Olivia medium suede shoulder bag,1900,bag
LOEWE,Amazona 19 small leather tote,2990,bag
ALAÏA,Rose Marie leopard-print pony hair and leather bucket bag,1890,bag
ISABEL MARANT,Oskan Moon studded leather shoulder bag,950,bag
STAUD,Tommy faux leather-trimmed embellished satin shoulder bag,295,bag
LOEWE,Hammock mini leather shoulder bag,3100,bag
CHRISTIAN LOUBOUTIN,Loubila mini textured-leather shoulder bag,1361,bag
BOTTEGA VENETA,Cassette mini intrecciato leather bucket bag,1300,bag
LOEWE,Anagram leather-trimmed canvas-jacquard bag strap,690,bag
GIVENCHY,Moon Cut Out small chain-embellished embroidered canvas shoulder bag,1450,bag
ALAÏA,Mina 20 small laser-cut mirrored-leather tote,3790,bag
STAUD,Carmen beaded satin tote,295,bag
BURBERRY,Mini quilted leather shoulder bag,1550,bag
THE ROW,N/S Park small leather tote,1560,bag
SAINT LAURENT,June croc-effect leather shoulder bag,2250,bag
PACO RABANNE,1969 crystal-embellished chainmail shoulder bag,1890,bag
BALENCIAGA,Le Cagole XS studded neon crinkled-leather shoulder bag,2550,bag
SAVETTE,Symmetry Pochette leather tote,1190,bag
CHRISTIAN LOUBOUTIN,Loubila Chain mini debossed textured-leather shoulder bag,1490,bag
ALEXANDER MCQUEEN,Four Ring embellished leather pouch,3990,bag
BOTTEGA VENETA,Small embellished intrecciato leather bucket bag,2750,bag
BURBERRY,Small leather-trimmed printed canvas tote,1350,bag
LOEWE,Gate small canvas jacquard-trimmed leather shoulder bag,2750,bag
ISABEL MARANT,Skano studded leather belt bag,695,bag
SAINT LAURENT,Loulou medium quilted-leather shoulder bag,3200,bag
LOEWE,Hammock small paneled leather and canvas-jacquard tote,2750,bag
PALM ANGELS,Soft Palm Bridge appliquéd crinkled-leather shoulder bag,790,bag
GIVENCHY,G-Tote mini leather-trimmed printed coated-canvas tote,1100,bag
BOTTEGA VENETA,Cassette small intrecciato leather shoulder bag,2500,bag
VALENTINO GARAVANI,Valentino Garavani One Stud padded leather shoulder bag,3550,bag
BOTTEGA VENETA,Jodie mini knotted leather and shearling tote,3200,bag
LOEWE,Flamenco leather-trimmed nubuck clutch,2450,bag
BOTTEGA VENETA,The Pouch large gathered intrecciato leather clutch,4200,bag
CHLOÉ,+ NET SUSTAIN Penelope mini braided leather shoulder bag,1890,bag
OFF-WHITE,Jackhammer 25 quilted leather shoulder bag,1990,bag
PACO RABANNE,1969 Nano chainmail shoulder bag,830,bag
PALM ANGELS,Leather-trimmed satin shoulder bag,590,bag
GUCCI,GG matelassé leather shoulder bag,2100,bag
ACNE STUDIOS,Embossed faux patent-leather tote,650,bag
ISABEL MARANT,Oksan Moon leather-trimmed embroidered canvas shoulder bag,890,bag
GUCCI,Blondie quilted metallic leather tote,3890,bag
LOEWE,Puffer Goya padded leather down shoulder bag,3350,bag
GUCCI,Diana mini textured-leather tote,3300,bag
BOTTEGA VENETA,Jodie knotted intrecciato leather tote,3500,bag
CHLOÉ,Marcie small braided leather-trimmed suede tote,2790,bag
SAINT LAURENT,Lou mini patent-leather shoulder bag,1490,bag
BALENCIAGA,Hourglass small logo-printed textured-leather tote,2600,bag
MAISON MARGIELA,Appliquéd textured leather-trimmed canvas shoulder bag,1050,bag
GUCCI,Jackie 1961 crystal-embellished canvas and leather shoulder bag,4200,bag
JIMMY CHOO,Candy glittered acrylic and metallic leather clutch,850,bag
BOTTEGA VENETA,Handle mini intrecciato leather tote,4000,bag
SAINT LAURENT,Envelope quilted textured-leather pouch,845,bag
BALENCIAGA,+ adidas Hourglass XS striped leather tote,3150,bag
BOTTEGA VENETA,Jodie mini intrecciato leather tote,5200,bag
DEMELLIER,+ NET SUSTAIN Vancouver small leather shoulder bag,465,bag
POLO RALPH LAUREN,Polo ID medium leather shoulder bag,330,bag
HUNTING SEASON,Retro leather-trimmed canvas clutch,595,bag
BOTTEGA VENETA,Origami intrecciato leather clutch,2400,bag
GUCCI,Dionysus leather-trimmed crystal-embellished satin clutch,3250,bag
GABRIELA HEARST,Callas two-tone leather clutch,2459,bag
STAUD,Valerie leather shoulder bag,350,bag
OLYMPIA LE-TAN,Madame Butterfly embroidered appliquéd canvas clutch,1470,bag
STAUD,Cote faux leather-trimmed beaded satin tote,350,bag
CULT GAIA,Erin leather-trimmed jute tote,550,bag
SAINT LAURENT,Jamie medium paneled shearling shoulder bag,3500,bag
SAINT LAURENT,Manhattan mini leather shoulder bag,2350,bag
ETRO,Love Trotter leather-trimmed embroidered canvas-jacquard tote,2050,bag
ROGER VIVIER,Viv Basket mini crystal-embellished leather-trimmed raffia shoulder bag,1375,bag
SAINT LAURENT,Niki Baby mini quilted suede shoulder bag,3150,bag
ANYA HINDMARCH,+ NET SUSTAIN Bow fringed satin clutch,595,bag
HUNTING SEASON,Compact silk-satin clutch,995,bag
ALAÏA,Mina 50 leather tote,3420,bag
LOEWE,Puffer Goya quilted padded leather down shoulder bag,4400,bag
TOM FORD,Mini embellished leather-trimmed denim shoulder bag,2190,bag
GUCCI,Horsebit 1955 leather-trimmed printed coated-canvas shoulder bag,2800,bag
MAGDA BUTRYM,Crystal-embellished mini satin tote,2440,bag
BALENCIAGA,Mini leather-trimmed straw tote,1500,bag
BALENCIAGA,Neo Cagole XS studded metallic crinkled-leather tote,2250,bag
SAINT LAURENT,Loulou small quilted leather shoulder bag,2950,bag
GIVENCHY,Moon Cut Out small chain-embellished leather shoulder bag,1590,bag
BALENCIAGA,Neo Cagole XS studded leather tote,2450,bag
GUCCI,Aphrodite large embellished leather shoulder bag,2400,bag
CHLOÉ,+ NET SUSTAIN Woody mini leather-trimmed linen tote,850,bag
BOTTEGA VENETA,Knot intrecciato leather clutch,5100,bag
SAINT LAURENT,Gaby quilted leather phone case,1290,bag
GUCCI,Diana leather tote,2590,bag
BOTTEGA VENETA,The Pouch large gathered leather clutch,3600,bag
FERRAGAMO,Studio Box textured-leather tote,2400,bag
CULT GAIA,Eos beaded marbled acrylic clutch,350,bag
CULT GAIA,Gypsum satin-trimmed chainmail clutch,268,bag
ALEXANDER MCQUEEN,Jewelled embellished leather tote,2590,bag
KHAITE,Amelia medium leather tote,2400,bag
ISABEL MARANT,Nessah crinkled glossed-leather shoulder bag,580,bag
BOTTEGA VENETA,Cassette mini padded intrecciato leather shoulder bag,2200,bag
CHLOÉ,+ NET SUSTAIN Penelope medium braided textured-leather tote,2850,bag
STELLA MCCARTNEY,Perforated vegetarian leather camera bag,830,bag
BOTTEGA VENETA,Mini Cassette intrecciato leather shoulder bag,2500,bag
CHRISTIAN LOUBOUTIN,Hot Chick patent-leather shoulder bag,1550,bag
ISABEL MARANT,Vigo leather-trimmed suede shoulder bag,695,bag
MARNI,Prisma mini padded leather shoulder bag,1195,bag
OLYMPIA LE-TAN,Spicy Margarita embroidered appliquéd canvas clutch,1580,bag
BALENCIAGA,Hourglass XS glittered leather shoulder bag,1250,bag
ISABEL MARANT,Darwen striped canvas tote,300,bag
SAINT LAURENT,Lou medium quilted suede and leather shoulder bag,1690,bag
PROENZA SCHOULER,Mini ruched leather shoulder bag,990,bag
SAINT LAURENT,Cassandre leather shoulder bag,1690,bag
HUNTING SEASON,Leather-trimmed jute clutch,495,bag
SAINT LAURENT,Cassandre leather clutch,775,bag
CHRISTIAN LOUBOUTIN,Loubishore small leather-trimmed embossed denim tote,1050,bag
GUCCI,Diana small textured-leather tote,3980,bag
CHRISTIAN LOUBOUTIN,Cabata mini spiked textured-leather tote,1090,bag
MONCLER,Xander large leather-trimmed quilted shell down tote,940,bag
BOTTEGA VENETA,Jodie Teen knotted intrecciato mirrored-leather tote,3500,bag
BOTTEGA VENETA,Solstice small intrecciato leather shoulder bag,3500,bag
DRAGON DIFFUSION,Egola woven leather tote,465,bag
JUDITH LEIBER COUTURE,Embellished silver-tone clutch,3495,bag
ROGER VIVIER,Crystal-embellished satin clutch,1695,bag
CHLOÉ,+ NET SUSTAIN Marcie textured-leather shoulder bag,2490,bag
SAVETTE,Tondo 22 mini leather tote,1290,bag
LORO PIANA,Sesia leather tote,4800,bag
GUCCI,Horsebit 1955 embellished leather shoulder bag,2980,bag
SAINT LAURENT,Shopping embroidered raffia tote,1990,bag
PROENZA SCHOULER WHITE LABEL,Large Morris leather-trimmed striped canvas tote,395,bag
SAINT LAURENT,Lou mini quilted textured-leather shoulder bag,1550,bag
ISABEL MARANT,Nessah crinkled glossed-leather shoulder bag,680,bag
GUCCI,Jackie 1961 mini bead and sequin-embellished leather shoulder bag,5200,bag
GANNI,Knot mini recycled  leather-trimmed shell shoulder bag,215,bag
ALAÏA,Le Coeur heart-shaped leather shoulder bag,1960,bag
ISABEL MARANT,Botsy small leather-trimmed raffia shoulder bag,650,bag
BOTTEGA VENETA,Sardine mini embellished intrecciato leather shoulder bag,3100,bag
HUNTING SEASON,The Trunk tasseled leather and satin shoulder bag,925,bag
BALENCIAGA,Hourglass small leather-trimmed faux shearling tote,3000,bag
GUCCI,Marmont 2.0 mini quilted leather shoulder bag,1400,bag
ALAÏA,Le Papa medium leather shoulder bag,3100,bag
SAINT LAURENT,Lou Camera quilted leather shoulder bag,1690,bag
JIMMY CHOO,Callie tasseled crystal-embellished degradé satin shoulder bag,2995,bag
LOEWE,Anagram leather-trimmed canvas-jacquard bag strap,650,bag
MARNI,Rubber-trimmed jacquard-knit tote,1650,bag
BOTTEGA VENETA,Jodie Candy knotted intrecciato leather tote,1750,bag
PACO RABANNE,Sparkle Nano paillette-embellished metallic faux leather shoulder bag,920,bag
SAINT LAURENT,Le Anne-Marie small two-tone leather shoulder bag,3200,bag
BOTTEGA VENETA,Arco mini intrecciato leather tote,2900,bag
BALENCIAGA,Neo Classic City mini textured-leather tote,1950,bag
GUCCI,GG Marmont Camera small quilted leather shoulder bag,1790,bag
SAINT LAURENT,Cassandre Envelope Chain matelassé textured-leather wallet,1490,bag
BOTTEGA VENETA,Knot intrecciato leather clutch,3500,bag
PALM ANGELS,Palm Beach leather shoulder bag,1150,bag
PACO RABANNE,Pixel dégradé chainmail tote,1390,bag
JACQUEMUS,Le Bambino Long leather shoulder bag,910,bag
SAINT LAURENT,Calypso small padded leather clutch,950,bag
ISABEL MARANT,Botsy small leather-trimmed two-tone suede shoulder bag,690,bag
JIMMY CHOO,Emmie embellished glittered leather clutch,875,bag
BURBERRY,Textured-leather bucket bag,1750,bag
MARNI,Marcel leather-trimmed embroidered raffia shoulder bag,530,bag
THE ROW,Margaux 17 buckled suede tote,4990,bag
OLYMPIA LE-TAN,New York Voyages embroidered appliquéd canvas clutch,1690,bag
ETRO,Vela small leather shoulder bag,1990,bag
ANYA HINDMARCH,+ NET SUSTAIN Nails Kit embossed leather-trimmed recycled nylon and PVC cosmetics case,450,bag
GIVENCHY,Voyou Party metallic crinkled-leather shoulder bag,1900,bag
STAUD,Heart-shaped silver-tone clutch,395,bag
CHRISTIAN LOUBOUTIN,Loubi54 glittered leather clutch,1190,bag
ISABEL MARANT,Tyag leather-trimmed raffia shoulder bag,790,bag
BALENCIAGA,Crinkled-leather shoulder bag,2350,bag
ISABEL MARANT,Skano whipstitched leather-trimmed suede belt bag,695,bag
ALAÏA,Khaima medium leather tote,2900,bag
BALENCIAGA,Hourglass XS glittered leather shoulder bag,1450,bag
GUCCI,Blondie quilted leather shoulder bag,1500,bag
HUNTING SEASON,Leather-trimmed velvet clutch,995,bag
GUCCI,Dionysus embellished textured-satin clutch,2400,bag
MÉTIER,Stowaway leather shoulder bag,1650,bag
STELLA MCCARTNEY,+ NET SUSTAIN Frayme medium embellished vegetarian croc-effect leather shoulder bag,1795,bag
ACNE STUDIOS,Platt mini cracked-leather shoulder bag,1000,bag
ROGER VIVIER,RV Bouquet Strass crystal-embellished satin clutch,1295,bag
SAINT LAURENT,Monogramme quilted textured-leather shoulder bag,1450,bag
ALEXANDER MCQUEEN,Jewelled embellished leather-trimmed denim tote,2390,bag
GUCCI,Attache small leather-trimmed printed coated-canvas shoulder bag,2690,bag
CHLOÉ,+ NET SUSTAIN Marcie leather and raffia shoulder bag,990,bag
BURBERRY,Leather-trimmed printed twill tote,1790,bag
SAVETTE,Symmetry Pochette woven leather tote,1950,bag
BALENCIAGA,Superbusy small crinkled-leather shoulder bag,1990,bag
SAINT LAURENT,Suzanne crystal-embellished satin shoulder bag,3550,bag
BOTTEGA VENETA,Jodie mini knotted crystal-embellished leather shoulder bag,8500,bag
BALENCIAGA,Emo XS buckled textured-leather bucket bag,2600,bag
SAINT LAURENT,Cassandre quilted leather tote,2650,bag
BALENCIAGA,Le Cagole small studded textured-leather shoulder bag,2850,bag
WANDLER,Uma leather shoulder bag,980,bag
ALAÏA,Rose Marie pearl-embellished leather bucket bag,3280,bag
MUGLER,Spiral Curve 01 embossed leather shoulder bag,2130,bag
BALENCIAGA,Superbusy XS embellished leather shoulder bag,1990,bag
CHLOÉ,+ NET SUSTAIN Arlene embellished textured-leather shoulder bag,1890,bag
LOEWE,Luna small leather-trimmed canvas-jacquard shoulder bag,1750,bag
BRUNELLO CUCINELLI,Bead-embellished leather tote,3287,bag
CHRISTIAN LOUBOUTIN,Loubila leather-trimmed satin clutch,990,bag
LOEWE,Puffer Goya padded velvet down shoulder bag,2400,bag
BALENCIAGA,Arena studded distressed crinkled-leather tote,2700,bag
PROENZA SCHOULER,Macramé leather tote,2890,bag
LOEWE,Bunny Bucket small leather-trimmed raffia shoulder bag,1100,bag
ROGER VIVIER,Pocket Bouquet crystal-embellished satin tote,1745,bag
BRUNELLO CUCINELLI,Bead-embellished suede shoulder bag,3490,bag
PROENZA SCHOULER,Ruched large two-tone leather tote,995,bag
BALENCIAGA,Navy Cabas leather-trimmed printed recycled-nylon tote,1250,bag
JACQUEMUS,Le Panier Soli leather-trimmed fringed raffia tote,530,bag
STAUD,Tommy leather-trimmed beaded shoulder bag,295,bag
CHRISTIAN LOUBOUTIN,Kraftilou small printed leather tote,1190,bag
ALEXANDER MCQUEEN,Jewelled Satchel embellished quilted leather shoulder bag,2590,bag
BURBERRY,Mini quilted leather shoulder bag,1150,bag
ACNE STUDIOS,Mini leather shoulder bag,540,bag
BALENCIAGA,Hourglass mini metallic croc-effect leather tote,1590,bag
GUCCI,Blondie leather-trimmed printed coated-canvas shoulder bag,3300,bag
LORO PIANA,Bale canvas-trimmed textured-leather micro tote,2950,bag
ULLA JOHNSON,Maya leather-trimmed striped raffia clutch,350,bag
CULT GAIA,Priya studded woven cotton-blend shoulder bag,400,bag
ACNE STUDIOS,Musubi knotted printed suede shoulder bag,1650,bag
JIMMY CHOO,Bonny gathered leather shoulder bag,950,bag
WANDLER,+ NET SUSTAIN Penelope micro leather shoulder bag,840,bag
BURBERRY,Leather-trimmed checked coated cotton-blend canvas shoulder bag,1790,bag
BALENCIAGA,Hourglass mini croc-effect leather tote,1550,bag
STAUD,Bean leather-trimmed beaded gathered satin shoulder bag,250,bag
BOTTEGA VENETA,Cabas mini intrecciato leather tote,5200,bag
HUNTING SEASON,Leather-trimmed striped raffia tote,895,bag
GIVENCHY,G medium leather-trimmed embossed coated-canvas tote,1490,bag
PARAVEL,+ NET SUSTAIN Aviator Carry-On vegan leather-trimmed hardshell suitcase,395,bag
LOEWE,Puzzle small leather shoulder bag,3100,bag
ALEXANDER MCQUEEN,The Slash embellished cutout leather shoulder bag,3290,bag
ALAÏA,Le Papa leather shoulder bag,3160,bag
SAINT LAURENT,Loulou Puffer small quilted velour shoulder bag,3100,bag
MÉTIER,Perriand City medium braided leather-trimmed suede tote,3650,bag
CHRISTIAN LOUBOUTIN,Loubila debossed leather-trimmed velvet clutch,990,bag
SAINT LAURENT,Loulou Puffer small quilted leather shoulder bag,3200,bag
BOTTEGA VENETA,Mini increcciato leather shoulder bag,1950,bag
PROENZA SCHOULER,Beacon textured-leather shoulder bag,1890,bag
PROENZA SCHOULER WHITE LABEL,Stanton leather belt bag,375,bag
SAINT LAURENT,Cassandre glossed-leather clutch,845,bag
JIMMY CHOO,Callie tasseled crystal-embellished degradé satin shoulder bag,3295,bag
GIVENCHY,G-Tote medium leather-trimmed embossed printed coated-canvas tote,1490,bag
ALEXANDER MCQUEEN,Embellished cut-out two-tone leather shoulder bag,3290,bag
GUCCI,Attache large textured leather-trimmed coated-canvas shoulder bag,2980,bag
GUCCI,Jackie 1961 small webbing-trimmed coated-canvas and leather shoulder bag,2550,bag
VALENTINO GARAVANI,VLOGO raffia clutch,1200,bag
RALPH LAUREN,Bridle leather tote,2690,bag
BALENCIAGA,Bistro woven faux patent-leather tote,1400,bag
ALAÏA,Babel small cutout leather shoulder bag,2500,bag
PROENZA SCHOULER WHITE LABEL,Baxter leather shoulder bag,373,bag
SAINT LAURENT,Sac De Jour Nano leather tote,2600,bag
THE ATTICO,Long Night small crystal-embellished satin clutch,1800,bag
KHAITE,Lotus medium suede tote,2700,bag
ALEXANDER MCQUEEN,Jewelled embellished leather tote,2890,bag
BOTTEGA VENETA,Arco mini intrecciato textured-leather tote,2900,bag
MAGDA BUTRYM,Vesna medium embellished leather shoulder bag,1985,bag
BOTTEGA VENETA,Cobble small intrecciato leather shoulder bag,3800,bag
HUNTING SEASON,Iraca medium leather-trimmed woven raffia tote,395,bag
KHAITE,Greta large suede shoulder bag,2700,bag
CHRISTIAN LOUBOUTIN,Cabarock spiked textured-leather tote,1490,bag
ISABEL MARANT,Wasy leather-trimmed suede shoulder bag,590,bag
SAINT LAURENT,Uptown croc-effect patent-leather shoulder bag,1650,bag
ALEXANDER MCQUEEN,Skull Four Ring crystal-embellished leather clutch,4290,bag
LORO PIANA,Sesia Happy Day large textured-leather tote,4475,bag
ACNE STUDIOS,Mini embossed faux patent-leather tote,470,bag
VALENTINO GARAVANI,VLOGO leather-trimmed canvas shoulder bag,1900,bag
COPERNI,Swipe mini denim tote,590,bag
DRAGON DIFFUSION,Minsu woven leather shoulder bag,275,bag
BRUNELLO CUCINELLI,Large leather-trimmed faux fur shoulder bag,2800,bag
SAINT LAURENT,Uptown croc-effect patent-leather shoulder bag and cardholder,1650,bag
GANNI,Festival recycled-shell shoulder bag,145,bag
SAINT LAURENT,Cassandre matelassé leather clutch,925,bag
BURBERRY,Vintage Check cotton-blend bouclé tweed shoulder bag,2250,bag
SAINT LAURENT,Monogramme quilted textured-leather pouch,795,bag
STAUD,Valentina gathered leather-trimmed suede bucket bag,395,bag
SAINT LAURENT,Cassandre matelassé leather pouch,725,bag
GUCCI,GG Marmont quilted leather pouch,930,bag
SIMONE ROCHA,Micro Egg faux pearl-embellished acrylic clutch,690,bag
SAINT LAURENT,Toy mini croc-effect leather tote,1190,bag
PROENZA SCHOULER WHITE LABEL,Watts leather camera bag,295,bag
PARAVEL,+ NET SUSTAIN Aviator Carry-On vegan leather-trimmed recycled hardshell suitcase,395,bag
GANNI,Knot recycled leather-trimmed shell shoulder bag,345,bag
BRUNELLO CUCINELLI,Embellished woven raffia tote,2590,bag
SAINT LAURENT,June quilted leather shoulder bag,2390,bag
LOEFFLER RANDALL,Baily plissé-shantung clutch,325,bag
BALENCIAGA,Navy Cabas small leather-trimmed printed canvas tote,1050,bag
ALEXANDER MCQUEEN,The Bow quilted leather tote,2390,bag
HUNTING SEASON,The Extra Large Drawstring leather bucket bag,950,bag
VALENTINO GARAVANI,Valentino Garavani Roman Stud small quilted leather tote,3550,bag
ANYA HINDMARCH,+ NET SUSTAIN Tie the Knot embroidered satin clutch,360,bag
SAINT LAURENT,Manhattan mini leather shoulder bag,2100,bag
THE ROW,Harper leather tote,3950,bag
GIVENCHY,Embellished leather-trimmed denim shoulder bag,1450,bag
GIVENCHY,Cut Out small leather shoulder bag,1890,bag
ALAÏA,Le Papa small leather shoulder bag,2400,bag
BOTTEGA VENETA,Small Cassette intrecciato leather shoulder bag,2500,bag
MÉTIER,Incognito Cabas suede tote,1950,bag
VICTORIA BECKHAM,Chain-embellished textured-leather shoulder bag,1750,bag
BALENCIAGA,4x4 small printed leather shoulder bag,2050,bag
BOTTEGA VENETA,The Pouch large gathered leather clutch,3300,bag
SAINT LAURENT,Niki medium quilted crinkled-leather tote,2350,bag
OFF-WHITE,Day-Off 33 leather-trimmed printed PVC tote,1210,bag
OFF-WHITE,Jitney embellished printed leather cardholder,330,bag
GUCCI,GG Marmont 2.0 quilted leather shoulder bag,2550,bag
OSÉREE,Lumiére mini feather-trimmed metallic stretch-knit tote,330,bag
PROENZA SCHOULER WHITE LABEL,Accordion color-block leather shoulder bag,395,bag
GUCCI,Horsebit 1955 mini leather-trimmed crystal-embellished canvas-jacquard shoulder bag,4200,bag
